DescriptorUI	DescriptorName
D000069	Lactobacillus gasseri
D000069	Lactobacillus johnsonii
D000070	Acebutolol
D000889	Anti-Arrhythmia Agents
D000959	Antihypertensive Agents
D013566	Sympathomimetics
D058671	Adrenergic beta-1 Receptor Antagonists
D000070	Bacillus coagulans
D000070	Streptococcus salivarius
D000070	Propionibacterium freudenreichii
D000070	Lactobacillus crispatus
D000070	Ocimum sanctum
D000070	Bifidobacterium adolescentis
D000070	Pediococcus pentosaceus
D019936	Probiotics
D000070	Leuconostoc mesenteroides
D000070	Pediococcus acidilactici
D000070	Pediocins
D000070	Lactobacillus pentosus
D000070	Bacillus clausii
D000070	Faecalibacterium
D000070	Faecalibacterium prausnitzii
D000070	Paenibacillus polymyxa
D000070	Streptococcus iniae
D000070	Paenibacillus larvae
D000070	Bdellovibrio bacteriovorus
D000070	Enterococcus hirae
D000070	Bacteroides thetaiotaomicron
D000070	Aeromonas veronii
D000070	Pseudomonas chlororaphis
D000070	Butyrivibrio fibrisolvens
D000070	Bacillus firmus
D000070	Streptococcus gallolyticus
D000070	Informal Sector
D000070	Megasphaera elsdenii
D000070	Lotus
D000070	Lipid Droplet Associated Proteins
D000070	Perilipins
D000070	Nogo Receptors
D000070	Pogostemon
D000070	Streptococcus gallolyticus subspecies gallolyticus
D000070	Psacalium
D000070	Bifidobacterium longum subspecies infantis
D000070	Lactobacillus sakei
D000070	Bifidobacterium pseudocatenulatum
D000070	Teacher Training
D000070	Sleep Hygiene
D012893	Sleep Wake Disorders
D000070	Heart Rate Determination
D006339	Heart Rate
D011674	Pulse
D000070	Orthodontic Friction
D000070	Pediatric Emergency Medicine
D000070	Strategic Planning
D000070	Student Run Clinic
D000070	Expropriation
D000070	Pilots
D000070	Asparagaceae
D000070	Value-Based Health Insurance
D000070	Anti-Vaccination Movement
D000072	Vaccination Refusal
D000070	Amaryllidaceae
D000070	Attentional Bias
D000070	Xanthorrhoeaceae
D000070	Asparagales
D000070	Liliales
D000070	Antagomirs
D034622	RNA Interference
D000070	Tannerella forsythia
D000070	Colchicaceae
D000070	Call Centers
D000070	Hypoxidaceae
D000070	Kinanthropometry
D000070	Healthy Lifestyle
D015438	Health Behavior
D000070	Intersectoral Collaboration
D000070	Independent Medical Evaluation
D010808	Physical Examination
D000070	C2 Domains
D000070	Pleckstrin Homology Domains
D000070	Melanthiaceae
D000070	Immunoglobulin Domains
D007127	Immunoglobulin Constant Regions
D007135	Immunoglobulin Variable Region
D000070	Talipes
D000070	Gizzard, Non-avian
D005895	Gizzard, Avian
D000070	NLR Proteins
D000070	Parkinson Disease Associated Proteins
D000070	CYS2-HIS2 Zinc Fingers
D000070	Tripartite Motif Proteins
D000070	Cadherin Related Proteins
D000070	Fiscal Policy
D000070	Mental Navigation Tests
D000070	Talipes Cavus
D000070	Solute Carrier Proteins
D000070	Metatarsal Valgus
D000070	Metatarsus Varus
D000070	Methyl CpG Binding Domain
D019175	DNA Methylation
D000070	Coracoid Process
D000070	Anterior Cruciate Ligament Injuries
D000070	Shoulder Injuries
D000070	Tibial Meniscus Injuries
D000070	Diet, Carbohydrate Loading
D004040	Dietary Carbohydrates
D000070	Rib Cage
D000070	Coxa Magna
D060048	Slipped Capital Femoral Epiphyses
D000070	Tarsal Coalition
D000070	Aponeurosis
D000070	Morton Neuroma
D000070	Nucleus Pulposus
D000070	Annulus Fibrosus
D000070	Microtrauma, Physical
D012090	Cumulative Trauma Disorders
D000070	Cystography
D000070	Brain Contusion
D020201	Brain Hemorrhage, Traumatic
D000070	Brain Injuries, Diffuse
D000070	Chronic Traumatic Encephalopathy
D001924	Brain Concussion
D000070	Closed Fracture Reduction
D005596	Fractures, Closed
D000070	Diastasis, Muscle
D000070	Diastasis, Bone
D000070	Diastasis, Bone
D000070	Hamstring Tendons
D000070	Hamstring Muscles
D000070	Non-Neuronal Cholinergic System
D059329	Cholinergic Neurons
D000070	Punctal Plugs
D000070	Rotator Cuff Injuries
D000070	Rotator Cuff Tear Arthropathy
D000070	Collateral Ligament, Ulnar
D000070	Ulnar Collateral Ligament Reconstruction
D000070	Elbow Tendinopathy
D000070	Brain Injuries, Traumatic
D000070	Rotator Cuff Tear Arthropathy
D000070	Rotator Cuff Injuries
D000070	Crystal Arthropathies
D000070	Vigna
D000070	Patient Comfort
D000070	Wolfiporia
D000070	Enthesopathy
D000070	Gentianales
D000070	Buttermilk
D000070	Kefir
D000070	Koumiss
D000070	School Teachers
D000070	School Teachers
D000070	Teacher Training
D000070	Perilipin-1
D000070	Giant Cell Tumor of Tendon Sheath
D000070	Perilipin-2
D000070	Perilipin-3
D000070	Perilipin-5
D000070	Nogo Proteins
D000070	Open Fracture Reduction
D005597	Fractures, Open
D000070	Nogo Receptor 1
D000070	Nogo Receptor 2
D000070	Discoidin Domain Receptors
D000070	Discoidin Domain Receptor 1
D000070	Discoidin Domain Receptor 2
D000070	Discoidins
D000070	Discoidin Domain
D000070	Lysine Acetyltransferases
D000070	Pharmacy Research
D000070	Nuclear Pharmacy
D009683	Nuclear Medicine
D000070	High Fidelity Simulation Training
D015402	Nursing Education Research
D000070	Walk Test
D000070	Tensins
D000070	Bankart Lesions
D000070	Tenocytes
D000070	Synoviocytes
D000070	MutL Proteins
D000070	MutL Protein Homolog 1
D000070	Mismatch Repair Endonuclease PMS2
D000070	ATP Binding Cassette Transporter, Subfamily G
D000070	ATP Binding Cassette Transporter, Subfamily G, Member 2
D000070	ATP Binding Cassette Transporter, Subfamily G, Member 1
D000071	Hyperekplexia
D000071	ATP Binding Cassette Transporter, Subfamily G, Member 5
D000071	ATP Binding Cassette Transporter, Subfamily G, Member 8
D000071	Hemochromatosis Protein
D000071	Sentinel Lymph Node
D008207	Lymphatic Metastasis
D021701	Sentinel Lymph Node Biopsy
D000071	Place Cells
D000071	Grid Cells
D000071	Perirhinal Cortex
D000071	Axon Initial Segment
D000071	Esophageal Mucosa
D000071	Anorectal Malformations
D000071	Tardive Dyskinesia
D000071	Huntingtin Protein
D000071	Phage Therapy
D000071	Breast Density
D000071	Traditional Pulse Diagnosis
D008519	Medicine, Traditional
D011674	Pulse
D000071	Sutureless Surgical Procedures
D014014	Tissue Adhesives
D000071	Endoglin
D000071	Alert Fatigue, Health Personnel
D000071	Standing Orders
D000071	Patient Reported Outcome Measures
D000071	Pneumonia, Necrotizing
D000071	Lipocalin-2
D000071	Multiple Chronic Conditions
D000071	Familial Multiple Lipomatosis
D000071	Microaneurysm
D000071	Acute Febrile Encephalopathy
D000071	Neonatal Sepsis
D000071	Small Fiber Neuropathy
D000071	Network Meta-Analysis
D000071	Surgical Oncology
D000071	Stenosis, Pulmonary Vein
D000071	Stenosis, Pulmonary Artery
D000071	Cortical Excitability
D000071	Minimal Clinically Important Difference
D000071	Single-Balloon Enteroscopy
D000071	Balloon Enteroscopy
D000071	ADAMTS Proteins
D000071	ADAMTS1 Protein
D000071	ADAMTS5 Protein
D000071	Laboratory Critical Values
D000071	ADAMTS7 Protein
D000071	ADAMTS9 Protein
D000071	ADAMTS13 Protein
D000071	ADAMTS4 Protein
D000071	Poly (ADP-Ribose) Polymerase-1
D000071	Promyelocytic Leukemia Protein
D000071	Leucine-Rich Repeat Serine-Threonine Protein Kinase-2
D000071	Forkhead Box Protein O1
D000071	Trefoil Factors
D000071	Trefoil Factor-1
D000071	Trefoil Factor-2
D000071	Trefoil Factor-3
D000071	Signaling Lymphocytic Activation Molecule Family
D000071	Signaling Lymphocytic Activation Molecule Family Member 1
D000071	CD48 Antigen
D000071	Signaling Lymphocytic Activation Molecule Associated Protein
D000071	ATP Binding Cassette Transporter, Subfamily B, Member 2
D000071	Autophagosomes
D000071	Autophagy-Related Proteins
D000071	Pharmacogenomic Variants
D010597	Pharmacogenetics
D057285	Precision Medicine
D000071	Pharmacogenomic Testing
D000071	Beclin-1
D000071	Autophagy-Related Protein 5
D000071	Autophagy-Related Protein-1 Homolog
D000071	Autophagy-Related Protein 8 Family
D000071	Autophagy-Related Protein 12
D000071	Autophagy-Related Protein 7
D000071	Camelidae
D000071	Educational Personnel
D000071	Pyrin Domain
D000071	Pyrin
D000071	B30.2-SPRY Domain
D000071	Pyrin
D000071	Pyrin Domain
D000071	NLR Family, Pyrin Domain-Containing 3 Protein
D056587	Cryopyrin-Associated Periodic Syndromes
D058847	Inflammasomes
D000071	Faculty, Pharmacy
D000071	Infradian Rhythm
D000071	Ultradian Rhythm
D000071	Global Burden of Disease
D000071	Pharmaceutical Research
D000071	Enhancer of Zeste Homolog 2 Protein
D000071	Suppressor of Cytokine Signaling 1 Protein
D000071	Suppressor of Cytokine Signaling 3 Protein
D000071	Influenza A Virus, H5N8 Subtype
D000071	Polyelectrolytes
D000071	Perilipin-4
D000071	Transcriptional Regulator ERG
D000071	Carbonic Anhydrase IX
D000071	Small Leucine-Rich Proteoglycans
D000071	Lumican
D000071	Fibromodulin
D000071	Fibronectin Type III Domain
D000071	Double-Stranded RNA Binding Motif
D000071	Zika Virus Infection
D000071	Zika Virus
D000071	Mitochondrial Uncoupling Proteins
D000071	Uncoupling Protein 2
D000071	Uncoupling Protein 3
D000071	Peroxisome Proliferator-Activated Receptor Gamma Coactivator 1-alpha
D000071	Snail Family Transcription Factors
D000071	Extreme Environments
D000071	Mentoring
D000071	Metadata
D000071	Uncoupling Protein 1
D000071	Emergence Delirium
D000071	Harassment, Non-Sexual
D000071	Domestication
D000071	Government Employees
D000071	Acute Retroviral Syndrome
D000071	Body Remains
D018732	Forensic Anthropology
D000071	Forkhead Box Protein O3
D000071	Nanog Homeobox Protein
D000071	Transcription Activator-Like Effectors
D000071	RNA-Binding Motifs
D000071	RNA Recognition Motif
D000067	RNA Recognition Motif Proteins
D000071	Bunion
D000071	Fibromatosis, Plantar
D000071	Aldehyde Dehydrogenase, Mitochondrial
D000071	Twist Transcription Factors
D000071	Twist-Related Protein 2
D000071	ETS Motif
D050784	Proto-Oncogene Protein c-ets-1
D000071	Life History Traits
D008018	Life Cycle Stages
D011157	Population Dynamics
D000071	Inbreeding Depression
D000071	Src Homology 2 Domain-Containing, Transforming Protein 1
D000071	Src Homology 2 Domain-Containing, Transforming Protein 2
D000071	Src Homology 2 Domain-Containing, Transforming Protein 3
D000071	Thermotolerance
D018869	Heat-Shock Response
D000071	Axon Guidance
D000071	Axon Fasciculation
D020439	Growth Cones
D000071	Fatty Acid-Binding Protein 7
D000071	Pseudoautosomal Regions
D000071	Emotion-Focused Therapy
D000071	Taxis Response
D000071	12E7 Antigen
D000071	Phototaxis
D018524	Phototropism
D000071	Neuronal Outgrowth
D000071	N-Myc Proto-Oncogene Protein
D000071	Axon Fasciculation
D000071	Proprotein Convertase 9
D000071	ATP Binding Cassette Transporter, Subfamily B, Member 3
D000071	Chitinase-3-Like Protein 1
D000071	Sequestosome-1 Protein
D000071	DEAD Box Protein 58
D000071	Death Domain Superfamily
D000071	Death Domain
D000071	Death Effector Domain
D053418	Death Domain Receptor Signaling Adaptor Proteins
D000071	Caspase Activation and Recruitment Domain
D053468	CARD Signaling Adaptor Proteins
D000071	Gubernaculum
D003456	Cryptorchidism
D000071	APOBEC Deaminases
D000071	APOBEC-1 Deaminase
D000071	APOBEC-3G Deaminase
D000071	AlkB Enzymes
D000071	Immunogenicity, Vaccine
D000071	AlkB Homolog 1, Histone H2a Dioxygenase
D000071	AlkB Homolog 2, Alpha-Ketoglutarate-Dependent Dioxygenase
D000071	AlkB Homolog 3, Alpha-Ketoglutarate-Dependent Dioxygenase
D000071	AlkB Homolog 4, Lysine Demethylase
D000071	AlkB Homolog 5, RNA Demethylase
D000071	AlkB Homolog 8, tRNA Methyltransferase
D000071	Alpha-Ketoglutarate-Dependent Dioxygenase FTO
D000071	Liver X Receptors
D000071	Cortical Bone
D000071	Cancellous Bone
D000071	beta-Arrestins
D000071	beta-Arrestin 1
D000071	beta-Arrestin 2
D000071	Fractures, Avulsion
D000071	Crush Injuries
D003161	Compartment Syndromes
D000071	Abdominal Oblique Muscles
D000071	CDX2 Transcription Factor
D000071	Protein Deglycase DJ-1
D000071	Protein Phosphatase 2C
D000071	Receptor, Notch3
D000071	Werner Syndrome Helicase
D000071	Zinc Finger Protein GLI1
D000071	Histidine Kinase
D000071	WD40 Repeats
D000071	Glycogen Synthase Kinase 3 beta
D000071	Tartrate-Resistant Acid Phosphatase
D000071	Sterile Alpha Motif
D000071	Proteogenomics
D000071	Cellulite
D002481	Cellulitis
D000071	Latent Autoimmune Diabetes in Adults
D000071	Bilateral Vestibulopathy
D000071	Cone-Rod Dystrophies
D000071	Regulatory Factor X Transcription Factors
D000071	Regulatory Factor X1
D000071	X-Box Binding Protein 1
D000071	Stromal Interaction Molecules
D000071	Stromal Interaction Molecule 1
D000071	Stromal Interaction Molecule 2
D000071	Calcium Release Activated Calcium Channels
D000071	ORAI1 Protein
D000071	ORAI2 Protein
D000071	Soluble Guanylyl Cyclase
D000071	BTB-POZ Domain
D000071	Kelch Repeat
D000071	SMARCB1 Protein
D000071	Butyrophilins
D000071	Zinc Finger E-box-Binding Homeobox 1
D000071	Glycodelin
D000071	Wnt-5a Protein
D000071	Virophages
D010957	Plasmids
D012526	Satellite Viruses
D000071	Emergency Medical Dispatch
D000071	Dystonin
D000071	Emergency Medical Dispatcher
D000071	Extremophiles
D000071	Extreme Environments
D000071	Distracted Driving
D000071	Professional Practice Gaps
D000071	Fibrillins
D000071	Fibrillin-1
D000071	Fibrillin-2
D000071	PAX6 Transcription Factor
D000071	Tudor Domain
D000071	Tumor Suppressor p53-Binding Protein 1
D000071	Epithelial Cell Adhesion Molecule
D000071	Prostaglandin-E Synthases
D000071	Checkpoint Kinase 1
D000071	Medically Unexplained Symptoms
D000071	AC133 Antigen
D000937	Antigen-Antibody Reactions
D000071	Nipple Discharge
D055966	Nipple Aspirate Fluid
D000071	Cerebral Blood Volume
D000071	Fasciotomy
D005205	Fascia
D000071	Stroke Rehabilitation
D000071	Nucleons
D000071	Barium Enema
D000071	Myocardial Contusions
D000071	Case Managers
D000071	Breast Carcinoma In Situ
D018275	Carcinoma, Lobular
D000071	Gracilis Muscle
D000071	Blood Culture
D000071	S100 Calcium-Binding Protein A4
D000072	Acedapsone
D000890	Anti-Infective Agents
D000962	Antimalarials
D007917	Leprostatic Agents
D000072	NF-KappaB Inhibitor alpha
D017089	Ankyrin Repeat
D000072	Diet, Healthy
D000072	Prion Proteins
D000072	Deubiquitinating Enzymes
D000072	Audiologists
D000072	Kelch-Like ECH-Associated Protein 1
D000072	Synthetic Lethal Mutations
D005804	Genes, Lethal
D000072	Prophylactic Mastectomy
D000072	Cardiac Rehabilitation
D020127	Recovery of Function
D000072	Fracture Dislocation
D000072	Apolipoprotein A-V
D000072	PAX3 Transcription Factor
D000072	Salter-Harris Fractures
D000072	Transcription Factor HES-1
D000072	Anesthetists
D000072	Positron Emission Tomography Computed Tomography
D000072	Patched Receptors
D000072	Anesthesiologists
D000072	Patched-1 Receptor
D000072	Patched-2 Receptor
D000072	Dermatologists
D000072	Smoothened Receptor
D000072	Occupational Therapists
D000072	Cardiologists
D000072	Endocrinologists
D000072	Single Photon Emission Computed Tomography Computed Tomography
D000072	Serrate-Jagged Proteins
D000072	Jagged-1 Protein
D000072	Jagged-2 Protein
D000072	Gastroenterologists
D000072	Oncologists
D000072	Nephrologists
D000072	Superoxide Dismutase-1
D000072	Pulmonologists
D000072	Counselors
D000072	Vaping
D000072	Mosquito Vectors
D000072	Giant Viruses
D000072	Rheumatologists
D000072	Neurologists
D000072	Pathologists
D000072	Pediatricians
D000072	Neonatologists
D000072	Physiatrists
D000072	Epidemiologists
D000072	Dynactin Complex
D000072	Tumor Protein p73
D000072	Orthopedic Surgeons
D000072	Optometrists
D000072	Ophthalmologists
D000072	Superconductivity
D000072	Radiologists
D000072	Urologists
D000072	Interleukin-1 Receptor-Like 1 Protein
D000072	Phosphoinositide Phosphatases
D000072	Inositol Polyphosphate 5-Phosphatases
D000072	Non-Medical Public and Private Facilities
D000072	Phosphatidylinositol-3,4,5-Trisphosphate 5-Phosphatases
D000072	Nurse Specialists
D000072	Fertilins
D000072	ADAM10 Protein
D000072	ADAM17 Protein
D000072	ADAM12 Protein
D000072	Ku Autoantigen
D000072	Zona Pellucida Glycoproteins
D000072	Endodontists
D000072	Geriatricians
D000072	Otolaryngologists
D000072	Nurses, Neonatal
D000072	Nurses, Pediatric
D000072	Allergists
D000072	Bcl-2-Like Protein 11
D000072	Computed Tomography Angiography
D000072	Shoulder Prosthesis
D000072	Arthroplasty, Replacement, Shoulder
D000072	Arthroplasty, Replacement, Shoulder
D000072	Shoulder Prosthesis
D000072	Posterior Cruciate Ligament Reconstruction
D000072	Sustained Virologic Response
D000072	In Vivo Dosimetry
D000072	In Vivo Dosimetry
D000072	Radiation Dosimeters
D001822	Body Burden
D000072	Radiation Dosimeters
D000072	In Vivo Dosimetry
D011834	Radiation Monitoring
D000072	Homer Scaffolding Proteins
D000072	Donor Conception
D000072	Mating Factor
D000072	Methyl-Accepting Chemotaxis Proteins
D002633	Chemotaxis
D000072	ERG1 Potassium Channel
D000072	Oxygen Radical Absorbance Capacity
D000975	Antioxidants
D016166	Free Radical Scavengers
D017382	Reactive Oxygen Species
D000072	Tumor Hypoxia
D000072	Connexin 26
D000072	RNA Splicing Factors
D017381	Spliceosomes
D055517	snRNP Core Proteins
D000072	Dishevelled Proteins
D000072	Private Facilities
D000072	Sports and Recreational Facilities
D006294	Health Resorts
D000072	Maximal Respiratory Pressures
D000072	Forkhead Box Protein M1
D000072	Bacteria, Thermoduric
D000072	Lymphadenopathy
D000072	Extraintestinal Pathogenic Escherichia coli
D000072	A549 Cells
D000072	Bathroom Equipment
D014038	Toilet Facilities
D000072	Dioxins and Dioxin-like Compounds
D000072	Polychlorinated Dibenzodioxins
D004785	Environmental Pollutants
D013723	Teratogens
D000072	Dibenzofurans
D000072	Mucosal-Associated Invariant T Cells
D000072	Dibenzofurans, Polychlorinated
D000072	Sexual and Gender Minorities
D001727	Bisexuality
D006716	Homosexuality
D018451	Homosexuality, Male
D018452	Homosexuality, Female
D000072	NIMA-Interacting Peptidylprolyl Isomerase
D000072	Parenchymal Tissue
D000072	Applied Behavior Analysis
D000072	Work-Life Balance
D000072	Trichodesmium
D009586	Nitrogen Fixation
D000072	Oxysterols
D000072	Syk Kinase
D018909	src Homology Domains
D000072	Radiation Oncologists
D000072	NIMA-Related Kinases
